ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init,limo.avg_length,limo.avg_length_norm,limo.length_mean,limo.length_sd,limo.cor,limo.cor_norm,limo.ratio_mean,limo.ratio_sd,limo.sd_ratio_reg,limo.sd_ratio_norm,limo.sd_mean_reg,limo.sd_mean_norm,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0
0.1501054731441176,0.664990258309478,0.0045095090256451,0.0059276113954139,1.314469349479994,0.2933133920550639,0.7228921855309751,1.18296572291964,0.873069435501628,-0.3360939400088485,0.4466153311546557,2,0.1008333333333333,0.0958333333333333,1.0521739130434784,0.2791666666666667,0.1866666666666666,1.4955357142857142,0.3416666666666667,0.1783333333333333,1.91588785046729,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1062590294997269,0.1064058036464376,0.1062408455055774,0.1274057665666152,,,,,,,,,,,,,0.4375305525853769,0.8573596977183607,0.5618412648688809,0.1546867500769672,-0.5175900355216859,1.2670488219170093,1.2213335547104929,1.1792501833083044,1.1278440704698258,1.2859178314785549,1.2307807685089225,1.185717989988898,1.1357403003602984,3.380341073193449,2.8016708723631822,2.268973712989529,1.6182679978558046,3.6255299880371776,2.926374310285441,2.354963796909045,1.7212306311799512,0.8708802364325468,-1.2362362362362365,0.009615746001432,-1.816816816816817,0.6110183639398998
0.1726693581494292,0.6723669275048173,0.0041952509981863,0.0067230902070506,1.6025477879528816,0.3047945215912266,0.7483968456613219,1.243713232021828,0.8775522440912689,-0.3139213299255869,0.3050035046679844,3,0.1008333333333333,0.0983333333333333,1.0254237288135593,0.2783333333333334,0.1733333333333333,1.605769230769231,0.325,0.1758333333333333,1.848341232227488,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1069254279304125,0.1063108733782951,0.1069077276095996,0.1280677864814883,,,,,,,,,,,,,0.4580403017939414,0.8585501353361109,0.5568198166218681,0.1525332921215102,-0.5158267974398123,1.2672595394176585,1.2152970933719618,1.175901183458384,1.1306726018901845,1.2758608686765955,1.2266711921995233,1.182939916954755,1.13711693613384,3.3976295920135,2.737038973834057,2.236204804852376,1.6612207744385383,3.5137766642181703,2.887223365249884,2.3301964292123785,1.7465264021227132,0.8616550600005276,-1.2562562562562565,0.0091825428356562,-1.7967967967967973,0.5884808013355592
0.1429101251978483,0.6628341040210357,0.003925034117511,0.0059062031733811,1.5047520598690816,0.3123504843461779,0.7247441149975598,1.2493845586435182,0.8715174080762516,-0.2920186535350743,0.3887042720496985,2,0.1008333333333333,0.0991666666666666,1.0168067226890756,0.2783333333333333,0.1808333333333333,1.5391705069124422,0.3341666666666666,0.1975,1.6919831223628687,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1076773807295909,0.1063669380400571,0.1076604306279796,0.1247240433729777,,,,,,,,,,,,,0.464876464701664,0.8617141550351591,0.5497298201836148,0.152004932835027,-0.5251106311618489,1.249710699838793,1.2154146486607176,1.179726134249058,1.1255317650710397,1.2500816023695709,1.2299855052833313,1.1874986566974737,1.132392597487326,3.1627341345637063,2.7283543029759194,2.2763380985662067,1.5899342664071536,3.174150332358799,2.9190814562759613,2.379818898447408,1.6803875348463997,0.8600634757385056,-1.2362362362362365,0.0105444279352616,-1.7967967967967973,0.6051752921535893
0.147590341694732,0.6636563804863241,0.004745457627534,0.0059185639516208,1.2472061529493643,0.2974615013237627,0.7265011079672856,1.2703343587778178,0.8729684069771855,-0.3206111087747453,0.3021005326378025,2,0.1008333333333333,0.0991666666666666,1.0168067226890756,0.2725,0.1875,1.4533333333333334,0.3199999999999999,0.1833333333333333,1.7454545454545451,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1063618157640972,0.1063027658917251,0.1063430249512332,0.1262724223786902,,,,,,,,,,,,,0.4751668520554788,0.8607308534624304,0.5677841392667676,0.1506244935403011,-0.5278470400117693,1.2376886445028317,1.2209440070361586,1.1770795954576931,1.130611360050081,1.2529447406542105,1.2351100870963618,1.1844996169238216,1.1385819945920743,3.0115751938229494,2.799416405464888,2.2436432254812164,1.6548789395515922,3.209954467953448,2.983626671121808,2.341362655529334,1.75865246918438,0.8729437125207986,-1.2562562562562565,0.0083738065352664,-1.816816816816817,0.6093489148580968
0.1456460716643598,0.6630884576591871,0.0047237121374888,0.0064117292300687,1.35734969520757,0.3105564809225142,0.7235163268601148,1.1846968013845038,0.8735167776444127,-0.2771885594725244,0.3060316800022709,3,0.1,0.0991666666666666,1.0084033613445378,0.2766666666666666,0.1883333333333333,1.4690265486725664,0.3216666666666667,0.1883333333333333,1.7079646017699115,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1059551997453664,0.1059646176153215,0.105936517018011,0.1248653368580551,,,,,,,,,,,,,0.4674279567634457,0.8623840242385232,0.574258952232539,0.149267704564185,-0.5204733793369773,1.249513393081405,1.2200994340366058,1.1836155329481173,1.1287463037233412,1.2770688823689154,1.2344981389560912,1.1899441617619748,1.1363638801000058,3.159617729639738,2.7871452729547226,2.3251453005203686,1.6303297343927916,3.5149641363858244,2.9749011921966506,2.409678455411104,1.729945795254384,0.8665739784648601,-1.2562562562562565,0.0087688560945874,-1.816816816816817,0.6135225375626043
0.163475620290794,0.6928711201906381,0.0044372348964066,0.0059821070748279,1.3481610089365192,0.3028997368486825,0.72653689380043,1.1639115340278876,0.8867928829063715,-0.4205532988500301,1.00362930862837,2,0.1008333333333333,0.0991666666666666,1.0168067226890756,0.2674999999999999,0.1866666666666667,1.4330357142857135,0.3266666666666666,0.1891666666666666,1.7268722466960351,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1062590294997269,0.1064058036464376,0.1062437768939389,0.1282700042708559,,,,,,,,,,,,,0.4526369149879445,0.8593611987024238,0.5852217424640688,0.1523884144829144,-0.5136396722787262,1.2774497097033848,1.2167232272810242,1.1788294799170054,1.128749801522853,1.298476881487791,1.2353245994838695,1.1884900825592375,1.1356343355599483,3.5119969551762864,2.7433127075196566,2.2636483910389167,1.629732867304906,3.78478277823316,2.9839915472903997,2.390114821563257,1.7198869634577996,0.8652384340386098,-1.3163163163163163,0.0091825428356562,-1.8368368368368373,0.6093489148580968
0.1469960033916022,0.6913946075998387,0.0040140563817758,0.0052260035699068,1.3019258009512178,0.2727448505404207,0.7257087881462119,1.1545566819552913,0.8854165664611917,-0.4086283008453932,1.0341685549368167,2,0.1,0.0975,1.0256410256410258,0.2708333333333333,0.1958333333333333,1.3829787234042554,0.3275,0.1883333333333333,1.7389380530973453,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1069254279304125,0.1063108733782951,0.1069155518934014,0.1289027602034179,,,,,,,,,,,,,0.4540461840478512,0.858217621802761,0.5881374901436762,0.15400804067576,-0.5207742039398539,1.25198752005856,1.2063971981734225,1.1773132963814592,1.1289866566007,1.2672832382157828,1.215473186975253,1.1853991338888816,1.1353625082965388,3.203478748914174,2.623895969254072,2.2541567801688025,1.6397876101872306,3.4045191319988213,2.7445888204099558,2.3615206946540117,1.7241793848623883,0.8575551681191745,-1.2962962962962965,0.0083738065352664,-1.8368368368368373,0.5767946577629383
0.1620186093633945,0.6927893341624903,0.0035646899902452,0.0056756129972048,1.5921757607915883,0.2888347939812639,0.7150305938131531,1.0948751138963555,0.8751615320033269,-0.3697599920649196,1.0108305693242974,2,0.1025,0.0983333333333333,1.042372881355932,0.2683333333333333,0.1991666666666666,1.347280334728033,0.3275,0.2008333333333333,1.6307053941908711,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1076773807295909,0.1063669380400571,0.1076704127216503,0.1300339018176647,,,,,,,,,,,,,0.4703875183733559,0.8607101461749663,0.5875885492500943,0.1514501076448529,-0.5202320364126812,1.2488697011451102,1.1988287289090531,1.1672368330062344,1.123117475288799,1.256712142508961,1.211586140124789,1.1756882442861245,1.1298411659524148,3.1520823872523103,2.5182837910371525,2.1181536900365465,1.5593558542287766,3.2583081871859623,2.685548279585614,2.2299157303391866,1.648003596252785,0.8584459420228232,-1.3163163163163163,0.0079965545258923,-1.856856856856857,0.5934891485809682
0.1652565203079261,0.6923549027700647,0.0037732590062109,0.0060963861383569,1.6156818623693665,0.2864311663953175,0.7403922159557625,1.1633992752004254,0.8820923750382013,-0.3914179832429674,0.9053296794303014,2,0.1033333333333333,0.0975,1.0598290598290598,0.2691666666666666,0.1791666666666666,1.5023255813953489,0.3275,0.1908333333333333,1.7161572052401748,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1063618157640972,0.1063027658917251,0.1063470075820362,0.1272898603585167,,,,,,,,,,,,,0.4672561041903422,0.8575100638067406,0.5968797961234238,0.1530261084426556,-0.521561353692138,1.2668594188343063,1.2137675850717564,1.1765879379279836,1.131189986318646,1.2752029797079023,1.2265455516580528,1.1844648837905567,1.1386772935440457,3.381176276554646,2.708489325571751,2.237413800329559,1.6622102806030306,3.4924190636370085,2.8749398143599656,2.340921880299055,1.7598618451764665,0.8495726395963483,-1.3363363363363363,0.0091825428356562,-1.816816816816817,0.5876460767946577
0.1690901166260604,0.7270138251112875,0.0043805462763484,0.0062257880055408,1.4212355292661358,0.2811335988440102,0.7313238141233458,1.158076814206662,0.873903384659875,-0.3967048055800045,0.8498165625039982,2,0.1025,0.0983333333333333,1.042372881355932,0.2658333333333333,0.19,1.3991228070175437,0.315,0.1933333333333333,1.6293103448275863,0.9,0.9,0.8181818181818182,0.9090909090909092,0.1059551997453664,0.1059646176153215,0.1059383608145127,0.1298860843728261,,,,,,,,,,,,,0.470859608900369,0.8616116665482957,0.6255610868849142,0.1486320164983002,-0.522943214173716,1.2794481976669108,1.2116383392723646,1.1736250660176817,1.1283697522446674,1.292922881966347,1.2243973567107147,1.1814178683895944,1.1360092349084312,3.5386857152640854,2.68000142508706,2.1986348312788024,1.625561418297826,3.716091883128051,2.846760178891998,2.3015117960447284,1.7254466789376472,0.8578361461316476,-1.2962962962962965,0.0091825428356562,-1.816816816816817,0.5984974958263773
